ICAO,IATA,Name,City,Province,Country,Lat,Lon,Elev,OffUTC,OffDST,TZone
CYBR,YBR,BRANDON MUNI,BRANDON,,CANADA,49.91,-99.952,1343,-6,-5,America/Winnipeg
CYBT,YBT,,BROCHET,,CANADA,,,0,,,
CYBW,,CALGARY SPRINGBANK,,,,51.103056,-114.374444,3937,-7,-6,America/Edmonton
CYBX,,LOURDES DE BLANC SABLON,,,,51.443611,-57.185278,121,-4,-4,America/Blanc-Sablon
CYCA,YRF,,CARTWRIGHT,,CANADA,,,0,,,
CYCB,YCB,CAMBRIDGE BAY,CAMBRIDGE BAY,,CANADA,69.108056,-105.138333,90,-5,-5,America/Resolute
CYCC,,CORNWALL RGNL,,,,45.092778,-74.563333,175,-5,-4,America/Montreal
CYCD,YCD,NANAIMO,NANAIMO,,CANADA,49.052222,-123.87,93,-8,-7,America/Vancouver
CYCE,,HURON AIRPARK,,,,43.285556,-81.508333,822,-5,-4,America/Toronto
CYCG,YCG,CASTLEGAR,CASTLEGAR,,CANADA,49.296389,-117.6325,1624,-8,-7,America/Vancouver
CYCH,YCH,MIRAMICHI,CHATHAM,,CANADA,47.007778,-65.449167,108,-4,-3,America/Moncton
CYCL,YCL,CHARLO,CHARLO,,CANADA,47.990556,-66.331389,132,-4,-3,America/Moncton
CYCN,,COCHRANE,,,,49.105556,-81.013611,861,-5,-4,America/Nipigon
CYCO,YCO,KUGLUKTUK,COPPERMINE,,CANADA,67.816667,-115.143889,74,-5,-5,America/Resolute
CYCP,,BLUE RIVER,,,,52.116667,-119.283333,2240,-8,-7,America/Vancouver
CYCQ,,CHETWYND,,,,55.686944,-121.625278,2000,-7,-7,America/Dawson_Creek
CYCS,YCS,,CHESTERFIELD INLET,,CANADA,,,0,,,
CYCT,YCT,CORONATION,CORONATION,,CANADA,52.075,-111.445278,2595,-7,-6,America/Edmonton
CYCV,YCV,,MONTREAL,,CANADA,,,0,,,
CYCW,YCW,CHILLIWACK,CHILLIWACK,,CANADA,49.152778,-121.938889,32,-8,-7,America/Vancouver
CYCX,,,CAMP GAGETOWN,,CANADA,,,0,,,
CYCY,YCY,CLYDE RIVER,CLYDE RIVER,,CANADA,70.486111,-68.516667,87,-5,-4,America/Pangnirtung
CYCZ,YZS,FAIRMONT HOT SPRINGS,CORAL HARBOUR,,CANADA,50.331944,-115.873611,2658,-7,-6,America/Edmonton
CYDA,YDA,DAWSON,DAWSON,,CANADA,64.043056,-139.127778,1214,-8,-7,America/Dawson
CYDB,YDB,BURWASH,BURWASH,,CANADA,61.371111,-139.040556,2647,-8,-7,America/Whitehorse
CYDC,YDC,PRINCETON,PRINCETON,,CANADA,49.4675,-120.511944,2298,-8,-7,America/Vancouver
CYDF,YDF,DEER LAKE,DEER LAKE,,CANADA,49.210833,-57.391389,72,-3.5,-2.5,America/St_Johns
CYDL,YDL,DEASE LAKE,DEASE LAKE,,CANADA,58.422222,-130.032222,2600,-8,-7,America/Whitehorse
CYDN,YDN,DAUPHIN BARKER,DAUPHIN,,CANADA,51.100833,-100.0525,998,-6,-5,America/Winnipeg
CYDO,,DOLBEAU ST FELICIEN,,,,48.7785,-72.375,372,-5,-4,America/Montreal
CYDQ,YDQ,DAWSON CREEK,DAWSON CREEK,,CANADA,55.741667,-120.181944,2148,-7,-7,America/Dawson_Creek
CYDR,,,BROADVIEW,,CANADA,,,0,,,
CYED,YED,EDMONTON NAMAO,EDMONTON,,CANADA,,,0,,,
CYEE,,HURONIA,,,,44.683333,-79.928333,770,-5,-4,America/Toronto
CYEG,YEG,EDMONTON INTERNATIONAL,EDMONTON,,CANADA,53.309722,-113.579722,2373,-7,-6,America/Edmonton
CYEK,YEK,ARVIAT,ESKIMO POINT,,CANADA,61.094167,-94.070833,32,-5,-4,America/Iqaluit
CYEL,,ELLIOT LAKE MUNI,,,,46.351389,-82.561389,1087,-5,-4,America/Toronto
CYEM,,MANITOULIN EAST MUNI,,,,45.842778,-81.858056,869,-5,-4,America/Toronto
CYEN,YEN,ESTEVAN,ESTEVAN,,CANADA,49.210278,-102.965833,1905,-6,-6,America/Regina
CYEP,,,ESTEVAN POINT,,CANADA,,,0,,,
CYES,,EDMUNDSTON,,,,47.490556,-68.481944,490,-5,-4,America/Montreal
CYET,YET,EDSON,EDSON,,CANADA,53.578889,-116.465,3041,-7,-6,America/Edmonton
CYEU,YEU,EUREKA,EUREKA,,CANADA,79.994722,-85.813333,256,-5,-5,America/Resolute
CYEV,YEV,INUVIK MIKE ZUBKO,INUVIK,,CANADA,68.304167,-133.482778,224,-7,-6,America/Inuvik
CYEY,,AMOS MUNI,,,,48.563889,-78.249725,1068,-5,-4,America/Montreal
CYFB,YFB,IQALUIT,IQALUIT,,CANADA,63.756389,-68.555833,110,-5,-4,America/Iqaluit
CYFC,YFC,FREDERICTON,FREDERICTON,,CANADA,45.869444,-66.531667,68,-4,-3,America/Moncton
CYFD,,BRANTFORD,,,,43.131389,-80.3425,815,-5,-4,America/Toronto
CYFE,,FORESTVILLE,FORESTVILLE,,CANADA,48.746111,-69.097222,29,-5,-4,America/Montreal
CYFJ,,MONT TREMBLANT INTL INC,,,,46.4125,-74.779444,827,-5,-4,America/Montreal
CYFL,,,FORT RELIANCE,,CANADA,,,0,,,
CYFO,YFO,FLIN FLON,FLIN FLON,,CANADA,54.678056,-101.681667,997,-6,-6,America/Regina
CYFR,YFR,FORT RESOLUTION,FORT RESOLUTION,,CANADA,61.180833,-113.689722,526,-7,-6,America/Yellowknife
CYFS,YFS,FORT SIMPSON,FORT SIMPSON,,CANADA,61.760278,-121.236667,555,-7,-7,America/Dawson_Creek
CYGA,,,GAGNON,,CANADA,,,0,,,
CYGB,,TEXADA GILLIES BAY,,,,49.693889,-124.517778,300,-8,-7,America/Vancouver
CYGD,,GODERICH,,,,43.766944,-81.710556,701,-5,-4,America/Toronto
CYGE,,GOLDEN,,,,51.299167,-116.982222,2575,-7,-6,America/Edmonton
CYGH,,FORT GOOD HOPE,,,,66.240833,-128.650833,268,-7,-6,America/Inuvik
CYGK,YGK,KINGSTON,KINGSTON,,CANADA,44.225278,-76.596944,305,-5,-4,America/Toronto
CYGL,YGL,LA GRANDE RIVIERE,LA GRANDE RIVIERE,,CANADA,53.625278,-77.704167,639,-5,-4,America/Nipigon
CYGM,,GIMLI INDUS PARK,,,,50.628056,-97.043333,755,-6,-5,America/Winnipeg
CYGP,YGP,GASPE,GASPE,,CANADA,48.775278,-64.478611,108,-5,-4,America/Montreal
CYGQ,YGQ,GERALDTON GREENSTONE REGIONAL,GERALDTON,,CANADA,49.778333,-86.939444,1144,-5,-4,America/Nipigon
CYGR,YGR,ILES DE LA MADELEINE,ILES DE LA MADELEINE,,CANADA,47.424722,-61.778056,34,-4,-3,America/Glace_Bay
CYGT,YGT,,IGLOOLIK,,CANADA,,,0,,,
CYGV,,HAVRE ST PIERRE,,,,50.281944,-63.611389,124,-4,-3,America/Goose_Bay
CYGW,YGW,KUUJJUARAPIK,KUUJJUARARAPIK,,CANADA,,,65,,,
CYGX,YGX,GILLAM,GILLAM,,CANADA,,,470,,,
CYGY,,,DECEPTION,,CANADA,,,0,,,
CYGZ,YGZ,,GRISE FIORD,,CANADA,,,0,,,
CYHA,,QUAQTAQ,,,,61.046389,-69.617778,103,-5,-4,America/Iqaluit
CYHB,YHB,HUDSON BAY,HUDSON BAY,,CANADA,52.816667,-102.311389,1175,-6,-6,America/Regina
CYHD,YHD,DRYDEN RGNL,DRYDEN,,CANADA,49.831667,-92.744167,1354,-6,-5,America/Rainy_River
CYHE,,,HOPE,,CANADA,,,0,,,
CYHF,,HEARST RENE FONTAINE MUNI,,,CANADA,49.714167,-83.686111,827,-5,-4,America/Nipigon
CYHI,YHI,HOLMAN,HOLMAN ISLAND,,CANADA,70.763056,-117.805833,117,-7,-6,America/Cambridge_Bay
CYHK,YHK,GJOA HAVEN,GJOA HAVEN,,CANADA,68.635556,-95.849722,152,-5,-5,America/Resolute
CYHM,YHM,HAMILTON,HAMILTON,,CANADA,43.173056,-79.935,780,-5,-4,America/Toronto
CYHN,,HORNEPAYNE MUNI,,,CANADA,49.193056,-84.758889,1099,-5,-4,America/Nipigon
CYHO,YHO,,HOPEDALE,,CANADA,,,0,,,
CYHR,,CHEVERY,,,CANADA,50.468889,-59.637778,39,-4,-4,America/Blanc-Sablon
CYHU,YHU,ST HUBERT,MONTREAL,,CANADA,45.5175,-73.416944,90,-5,-4,America/Montreal
CYHY,YHY,HAY RIVER,HAY RIVER,,CANADA,60.839722,-115.782778,543,-7,-6,America/Yellowknife
CYHZ,YHZ,HALIFAX INTERNATIONAL,HALIFAX,,CANADA,44.880833,-63.508611,477,-4,-3,America/Halifax
CYIB,YIB,ATIKOKAN MUNI,ATIKOKAN,,CANADA,48.773889,-91.638611,1408,-6,-5,America/Rainy_River
CYID,,DIGBY,,,CANADA,44.545556,-65.788889,499,-4,-3,America/Halifax
CYIF,,ST AUGUSTIN,,,CANADA,51.211667,-58.658333,20,-4,-4,America/Blanc-Sablon
CYIK,,IVUJIVIK,,,CANADA,62.417222,-77.925278,139,-5,-4,America/Iqaluit
CYIO,YIO,POND INLET,POND INLET,,CANADA,72.683333,-77.966667,181,-5,-5,America/Resolute
CYIV,YIV,,ISLAND LAKE,,CANADA,,,0,,,
CYJA,,,JASPER,,CANADA,,,0,,,
CYJM,,FORT ST JAMES,,,CANADA,54.397222,-124.262778,2364,-8,-7,America/Vancouver
CYJN,YJN,ST JEAN,ST. JEAN,,CANADA,45.294444,-73.281111,136,-5,-4,America/Montreal
CYJT,YJT,STEPHENVILLE,STEPHENVILLE,,CANADA,48.544167,-58.55,84,-3.5,-2.5,America/St_Johns
CYKA,YKA,KAMLOOPS,KAMLOOPS,,CANADA,50.702222,-120.441944,1133,-8,-7,America/Vancouver
CYKD,,AKLAVIK,,,CANADA,68.223333,-135.005833,21,-7,-6,America/Inuvik
CYKF,YKF,WATERLOO RGNL,WATERLOO,,CANADA,43.458889,-80.384444,1040,-5,-4,America/Toronto
CYKL,YKL,SCHEFFERVILLE,SCHEFFERVILLE,,CANADA,54.805167,-66.805333,1709,-5,-4,America/Iqaluit
CYKO,,AKULIVIK,,,CANADA,60.818611,-78.148614,66,-5,-4,America/Iqaluit
CYKX,,KIRKLAND LAKE,,,CANADA,48.210278,-79.981389,1157,-5,-4,America/Toronto
CYKY,YKY,KINDERSLEY,KINDERSLEY,,CANADA,51.5175,-109.180833,2277,-6,-6,America/Swift_Current
CYKZ,YKZ,BUTTONVILLE MUNI,TORONTO,,CANADA,43.862222,-79.37,650,-5,-4,America/Toronto
CYLA,,,LANGARA,,CANADA,,,0,,,
CYLB,,LAC LA BICHE,,,CANADA,54.770278,-112.031667,1884,-7,-6,America/Edmonton
CYLC,YLC,,LAKE HARBOUR,,CANADA,,,0,,,
CYLD,YLD,CHAPLEAU,CHAPLEAU,,CANADA,47.82,-83.346664,1465,-5,-4,America/Nipigon
CYLJ,YLJ,MEADOW LAKE,MEADOW LAKE,,CANADA,54.125278,-108.522778,1576,-6,-6,America/Swift_Current
CYLL,YLL,LLOYDMINSTER,LLOYDMINSTER,,CANADA,53.309167,-110.0725,2194,-7,-6,America/Edmonton
CYLO,,,SHILO,,CANADA,,,0,,,
CYLQ,,LA TUQUE,,,CANADA,47.409722,-72.788889,548,-5,-4,America/Montreal
CYLR,,LEAF RAPIDS,,,CANADA,56.513333,-99.985278,959,-6,-6,America/Regina
CYLT,YLT,ALERT,ALERT,,CANADA,82.517778,-62.280556,100,-5,-5,America/Resolute
CYLW,YLW,KELOWNA,KELOWNA,,CANADA,49.956111,-119.377778,1409,-8,-7,America/Vancouver
CYLY,,,LYTTON,,CANADA,,,0,,,
CYMA,YMA,MAYO,MAYO,,CANADA,63.616667,-135.866667,1653,-8,-7,America/Dawson
CYMD,,,MOULD BAY,,CANADA,,,0,,,
CYME,,MATANE,,,CANADA,48.856944,-67.453333,102,-5,-4,America/Montreal
CYMG,,MANITOUWADGE,,,CANADA,49.083889,-85.860556,1198,-5,-4,America/Nipigon
CYMJ,YMJ,MOOSE JAW,MOOSE JAW,,CANADA,50.330278,-105.559167,1892,-6,-6,America/Regina
CYML,,CHARLEVOIX,,,CANADA,47.5975,-70.223892,977,-5,-4,America/Montreal
CYMM,YMM,FORT MCMURRAY,FORT MCMURRAY,,CANADA,56.653333,-111.221944,1211,-7,-6,America/Edmonton
CYMO,YMO,MOOSONEE,MOOSONEE,,CANADA,51.291111,-80.607778,30,-5,-4,America/Nipigon
CYMR,,,MERRY ISLAND,,CANADA,,,0,,,
CYMT,,CHAPAIS,,,CANADA,49.771944,-74.528056,1270,-5,-4,America/Montreal
CYMW,YMW,MANIWAKI,MANIWAKI,,CANADA,46.274444,-75.99,659,-5,-4,America/Montreal
CYMX,YMX,MONTREAL INTERNATIONAL MIRABEL,MONTREAL,,CANADA,45.679722,-74.038611,270,-5,-4,America/Montreal
CYMY,,EAR FALLS,,,CANADA,50.717778,-93.383611,1269,-6,-5,America/Rainy_River
CYNA,YNA,NATASHQUAN,NATASHQUAN,,CANADA,50.189722,-61.789167,35,-4,-4,America/Blanc-Sablon
CYND,YND,GATINEAU,GATINEAU,,CANADA,45.521389,-75.564167,211,-5,-4,America/Montreal
CYNH,,HUDSONS HOPE,,,,56.035556,-121.975833,2220,-7,-7,America/Dawson_Creek
CYNI,,,NITCHEQUON,,CANADA,,,0,,,
CYNM,YNM,MATAGAMI,MATAGAMI,,CANADA,49.761667,-77.802778,918,-5,-4,America/Montreal
CYNY,,,ENDERBY,,CANADA,,,0,,,
CYO,,,WYNYARD,,CANADA,,,0,,,
CYOC,YOC,OLD CROW,OLD CROW,,CANADA,67.570556,-139.839167,824,-8,-7,America/Dawson
CYOD,YOD,COLD LAKE,COLD LAKE,,CANADA,54.405,-110.279444,1775,-7,-6,America/Edmonton
CYOJ,YOJ,HIGH LEVEL,HIGH LEVEL,,CANADA,58.621389,-117.164722,1110,-7,-7,America/Dawson_Creek
CYOO,,OSHAWA,,,,43.922778,-78.895,459,-5,-4,America/Toronto
CYOP,,RAINBOW LAKE,,,,58.491389,-119.408333,1759,-7,-7,America/Dawson_Creek
CYOS,,BILLY BISHOP RGNL,,,,44.590278,-80.837503,1007,-5,-4,America/Toronto
CYOW,YOW,OTTAWA MACDONALD CARTIER INTERNATIONAL,OTTAWA,,CANADA,45.3225,-75.669167,374,-5,-4,America/Montreal
CYPA,YPA,PRINCE ALBERT GLASS FIELD,PRINCE ALBERT,,CANADA,53.214167,-105.672778,1405,-6,-6,America/Regina
CYPC,,PAULATUK,,,CANADA,69.361111,-124.058611,18,-7,-6,America/Inuvik
CYPD,,PORT HAWKESBURY,,,CANADA,45.656667,-61.368056,377,-4,-3,America/Glace_Bay
CYPE,YPE,PEACE RIVER,PEACE RIVER,,CANADA,56.226944,-117.447222,1873,-7,-6,America/Edmonton
CYPF,,,ESQUIMALT,,CANADA,,,0,,,
CYPG,YPG,SOUTHPORT,PORTAGE-LA-PRAIRIE,,CANADA,49.902778,-98.274722,885,-6,-5,America/Winnipeg
CYPH,YPH,,INUKJUAK,,CANADA,,,0,,,
CYPK,,PITT MEADOWS,PITT MEADOWS,,CANADA,49.216111,-122.71,11,-8,-7,America/Vancouver
CYPL,YPL,PICKLE LAKE,PICKLE LAKE,,CANADA,51.446389,-90.214167,1267,-6,-5,America/Rainy_River
CYPN,YPN,PORT MENIER,PORT MENIER,,CANADA,49.836389,-64.288611,167,-5,-4,America/Montreal
CYPQ,YPQ,PETERBOROUGH,PETERBOROUGH,,CANADA,44.23,-78.363333,628,-5,-4,America/Toronto
CYPR,YPR,PRINCE RUPERT,PRINCE PUPERT,,CANADA,54.286111,-130.444722,116,-8,-7,America/Vancouver
CYPS,,PEMBERTON,,,CANADA,50.3025,-122.737778,670,-8,-7,America/Vancouver
CYPT,,PELEE ISLAND,,,CANADA,41.778333,-82.678056,571,-5,-4,America/Toronto
CYPU,,PUNTZI MOUNTAIN,,,CANADA,52.112778,-124.143611,2985,-8,-7,America/Vancouver
CYPW,,POWELL RIVER,,,CANADA,49.834167,-124.5,425,-8,-7,America/Vancouver
CYPX,,PUVIRNITUQ,,,CANADA,60.050556,-77.286944,75,-5,-4,America/Iqaluit
CYPY,YPY,FORT CHIPEWYAN,FORT CHIPEWYAN,,CANADA,58.767222,-111.117222,761,-7,-6,America/Yellowknife
CYPZ,,BURNS LAKE,,,CANADA,54.376389,-125.951389,2343,-8,-7,America/Vancouver
CYQA,YQA,MUSKOKA,MUSKOKA,,CANADA,44.974722,-79.303333,925,-5,-4,America/Toronto
CYQB,YQB,QUEBEC JEAN LESAGE INTERNATIONAL,QUEBEC,,CANADA,46.788389,-71.397583,244,-5,-4,America/Montreal
CYQD,,THE PAS,,,CANADA,53.971944,-101.091944,887,-6,-6,America/Regina
CYQF,YQF,RED DEER REGIONAL,RED DEER INDUSTRIAL,,CANADA,52.178611,-113.893056,2968,-7,-6,America/Edmonton
CYQG,YQG,WINDSOR,WINDSOR,,CANADA,42.275556,-82.955556,622,-5,-4,America/Toronto
CYQH,YQH,WATSON LAKE,WATSON LAKE,,CANADA,60.117778,-128.821944,2255,-8,-7,America/Whitehorse
CYQI,,YARMOUTH,,,CANADA,43.826944,-66.088056,141,-4,-3,America/Halifax
CYQK,YQK,KENORA,KENORA,,CANADA,49.788333,-94.363056,1332,-6,-5,America/Rainy_River
CYQL,YQL,LETHBRIDGE,LETHBRIDGE,,CANADA,49.630278,-112.799722,3047,-7,-6,America/Edmonton
CYQM,YQM,GREATER MONCTON INTERNATIONAL,MONCTON,,CANADA,46.112222,-64.678611,232,-4,-3,America/Moncton
CYQN,,NAKINA,NAKINA,,CANADA,50.182778,-86.696389,1057,-5,-4,America/Nipigon
CYQQ,YQQ,COMOX,COMOX,,CANADA,49.710833,-124.886667,84,-8,-7,America/Vancouver
CYQR,YQR,REGINA INTERNATIONAL,REGINA,,CANADA,50.431944,-104.665833,1894,-6,-6,America/Regina
CYQS,,SAINT THOMAS MUNI,,,CANADA,42.77,-81.110833,776,-5,-4,America/Toronto
CYQT,YQT,THUNDER BAY,THUNDER BAY,,CANADA,48.371944,-89.323889,653,-5,-4,America/Thunder_Bay
CYQU,YQU,GRANDE PRAIRIE,GRANDE PRAIRIE,,CANADA,55.179722,-118.885,2195,-7,-6,America/Edmonton
CYQV,YQV,YORKTON MUNI,YORKTON,,CANADA,51.264722,-102.461667,1635,-6,-6,America/Regina
CYQW,YQW,NORTH BATTLEFORD,NORTH BATTLEFORD,,CANADA,52.769167,-108.243611,1799,-6,-6,America/Swift_Current
CYQX,YQX,GANDER INTERNATIONAL,GANDER,,CANADA,48.936944,-54.568056,496,-3.5,-2.5,America/St_Johns
CYQY,YQY,SYDNEY,SYDNEY,,CANADA,46.161389,-60.047778,203,-4,-3,America/Glace_Bay
CYQZ,YQZ,QUESNEL,QUESNEL,,CANADA,53.026111,-122.51,1789,-8,-7,America/Vancouver
CYRB,YRB,RESOLUTE BAY,RESOLUTE,,CANADA,74.716944,-94.969444,215,-5,-5,America/Resolute
CYRC,,ST HONORE,,,CANADA,48.520833,-71.050556,543,-5,-4,America/Montreal
CYRI,YRI,RIVIERE DU LOUP,RIVIERE DU LOUP,,CANADA,47.764444,-69.584722,427,-5,-4,America/Montreal
CYRJ,YRJ,ROBERVAL,ROBERVAL,,CANADA,48.52,-72.265556,586,-5,-4,America/Montreal
CYRL,,RED LAKE,,,CANADA,51.066944,-93.793056,1265,-6,-5,America/Rainy_River
CYRM,YRM,ROCKY MOUNTAIN HOUSE,ROCKY MOUNTAIN HOUSE,,CANADA,52.429722,-114.904167,3242,-7,-6,America/Edmonton
CYRO,,ROCKCLIFFE,,,CANADA,45.460278,-75.646111,188,-5,-4,America/Montreal
CYRP,,CARP,,,CANADA,45.319167,-76.022222,382,-5,-4,America/Montreal
CYRQ,,TROIS RIVIERES,,,CANADA,46.352778,-72.679444,199,-5,-4,America/Montreal
CYRT,YRT,RANKIN INLET,RANKIN INLET,,CANADA,62.811389,-92.115833,94,-5,-4,America/Iqaluit
CYRV,,REVELSTOKE,,,CANADA,50.966667,-118.183333,1453,-8,-7,America/Vancouver
CYRW,,,TROIS RIVIERE,,CANADA,,,0,,,
CYSA,,,SABLE ISLAND,,CANADA,,,0,,,
CYSB,YSB,SUDBURY,SUDBURY,,CANADA,46.625,-80.798889,1140,-5,-4,America/Toronto
CYSC,YSC,SHERBROOKE,SHERBROOKE,,CANADA,45.438056,-71.690556,792,-5,-4,America/Montreal
CYSD,,,SUFFIELD,,CANADA,,,0,,,
CYSF,YSF,,STONY RAPIDS,,CANADA,,,0,,,
CYSG,,SAINT GEORGES,,,,46.096389,-70.714722,893,-5,-4,America/Montreal
CYSH,,RUSS BEACH,,,,44.945833,-75.940556,416,-5,-4,America/Montreal
CYSJ,YSJ,SAINT JOHN,ST. JOHN,,CANADA,45.316111,-65.890278,357,-4,-3,America/Moncton
CYSK,YSK,,SANIKILUAQ,,CANADA,,,0,,,
CYSL,,ST LEONARD,,,,47.1575,-67.834722,793,-4,-3,America/Moncton
CYSM,YSM,FORT SMITH,FORT SMITH,,CANADA,60.022222,-111.960278,673,-7,-6,America/Yellowknife
CYSN,,NIAGARA DISTRICT,,,,43.191667,-79.171667,321,-5,-4,America/Toronto
CYSP,,MARATHON,,,,48.755278,-86.344444,1035,-5,-4,America/Nipigon
CYSR,YSR,NANISIVIK,NANISIVIK,,CANADA,72.982222,-84.613611,2106,-5,-5,America/Resolute
CYSS,,,SLATE ISLAND,,CANADA,,,0,,,
CYSU,YSU,SUMMERSIDE,SUMMERSIDE,,CANADA,46.442778,-63.831111,56,-4,-3,America/Moncton
CYSW,,SPARWOOD ELK VALLEY,,,,49.833333,-114.883333,3800,-7,-6,America/Edmonton
CYSY,YSY,SACHS HARBOUR,SACHS HARBOUR,,CANADA,71.993889,-125.2425,281,-7,-6,America/Inuvik
CYSZ,,STE ANNE DES MONTS,,,,49.120278,-66.529167,71,-5,-4,America/Montreal
CYTA,,PEMBROKE,,,,45.864444,-77.251667,529,-5,-4,America/Montreal
CYTC,,,ETHELDA BAY,,CANADA,,,0,,,
CYTE,YTE,CAPE DORSET,CAPE DORSET,,CANADA,64.23,-76.526667,164,-5,-4,America/Iqaluit
CYTF,,ALMA,,,,48.508889,-71.641944,445,-5,-4,America/Montreal
CYTH,YTH,THOMPSON,THOMPSON,,CANADA,55.801111,-97.864167,729,-6,-5,America/Winnipeg
CYTJ,,TERRACE BAY,,,,48.813333,-87.099444,950,-5,-4,America/Nipigon
CYTL,YTL,,BIG TROUT LAKE,,CANADA,,,0,,,
CYTN,,TRENTON,,,,45.611944,-62.621111,319,-4,-3,America/Halifax
CYTR,YTR,TRENTON,TRENTON,,CANADA,44.118889,-77.528056,283,-5,-4,America/Toronto
CYTS,YTS,TIMMINS,TIMMINS,,CANADA,48.569722,-81.376667,967,-5,-4,America/Nipigon
CYTZ,YTZ,CITY CENTRE,TORONTO,,CANADA,43.6275,-79.396111,251,-5,-4,America/Toronto
CYUA,,,SHINGLE POINT,,CANADA,,,0,,,
CYUB,YUB,TUKTOYAKTUK,TUKTOYAKTUK,,CANADA,69.433333,-133.026389,15,-7,-6,America/Inuvik
CYUC,,,NICHOLSON PENINSULAR,,CANADA,,,0,,,
CYUF,YUF,,PELLY BAY,,CANADA,,,0,,,
CYUH,,,CLINTON POINT,,CANADA,,,0,,,
CYUI,,,CAPE YOUNG,,CANADA,,,0,,,
CYUJ,,,LADY FRANKLIN POINT,,CANADA,,,0,,,
CYUK,,,BYRON BAY,,CANADA,,,0,,,
CYUL,YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,,CANADA,45.468056,-73.741389,117,-5,-4,America/Montreal
CYUQ,,,JENNY LIND ISLAND,,CANADA,,,0,,,
CYUR,,,GLADMAN POINT,,CANADA,,,0,,,
CYUS,,,SHEPHERD BAY,,CANADA,,,0,,,
CYUT,YUT,REPULSE BAY,REPULSE BAY,,CANADA,66.521389,-86.224722,80,-5,-4,America/Iqaluit
CYUX,YUX,HALL BEACH,HALL BEACH,,CANADA,68.776111,-81.243611,27,-5,-4,America/Pangnirtung
CYUY,YUY,ROUYN NORANDA,ROUYN,,CANADA,48.206111,-78.835556,988,-5,-4,America/Montreal
CYVB,,BONAVENTURE,,,,48.071111,-65.460278,123,-5,-4,America/Montreal
CYVC,YVC,LA RONGE,LA RONGE,,CANADA,55.151389,-105.261944,1242,-6,-6,America/Regina
CYVG,YVG,VERMILION,VERMILLION,,CANADA,53.355833,-110.823889,2025,-7,-6,America/Edmonton
CYVK,,VERNON,,,,50.248056,-119.330556,1140,-8,-7,America/Vancouver
CYVM,YVM,QIKIQTARJUAQ,BROUGHTON ISLAND,,CANADA,67.545833,-64.031389,21,-5,-4,America/Pangnirtung
CYVN,,,CAPE DYER,,CANADA,,,0,,,
CYVO,YVO,VAL D OR,VAL D'OR,,CANADA,48.053333,-77.782778,1107,-5,-4,America/Montreal
CYVP,YVP,KUUJJUAQ,QUUJJUAQ,,CANADA,58.096111,-68.426944,129,-5,-4,America/Iqaluit
CYVQ,YVQ,NORMAN WELLS,NORMAN WELLS,,CANADA,65.2825,-126.800278,241,-7,-6,America/Inuvik
CYVR,YVR,VANCOUVER INTERNATIONAL,VANCOUVER,,CANADA,49.195,-123.181944,14,-8,-7,America/Vancouver
CYVT,YVT,BUFFALO NARROWS,BUFFALO NARROWS,,CANADA,55.841944,-108.4175,1444,-6,-6,America/Swift_Current
CYVV,YVV,WIARTON,WIARTON,,CANADA,44.745833,-81.107222,729,-5,-4,America/Toronto
CYWA,YWA,PETAWAWA,PETAWAWA,,CANADA,45.952222,-77.319167,427,-5,-4,America/Montreal
CYWG,YWG,WINNIPEG INTERNATIONAL,WINNIPEG,,CANADA,49.91,-97.234444,783,-6,-5,America/Winnipeg
CYWJ,,DELINE,,,,65.210556,-123.435833,698,-7,-6,America/Yellowknife
CYWK,YWK,WABUSH,WABUSH,,CANADA,52.921944,-66.864444,1808,-4,-3,America/Goose_Bay
CYWL,YWL,WILLIAMS LAKE,WILLIAMS LAKE,,CANADA,52.183056,-122.054167,3085,-8,-7,America/Vancouver
CYWM,,ATHABASCA,,,,54.743056,-113.203889,1971,-7,-6,America/Edmonton
CYWO,,,LUPIN,,CANADA,,,0,,,
CYWR,,,WHITE RIVER,,CANADA,,,0,,,
CYWV,,WAINWRIGHT,,,,52.795833,-110.8575,2230,-7,-6,America/Edmonton
CYWY,YWY,WRIGLEY,WRIGLEY,,CANADA,63.209444,-123.436667,493,-7,-7,America/Dawson_Creek
CYXC,YXC,CRANBROOK,CRANBROOK,,CANADA,49.610278,-115.7825,3082,-7,-6,America/Edmonton
CYXD,YXD,EDMONTON CITY CENTRE,EDMONTON,,CANADA,53.5725,-113.520556,2200,-7,-6,America/Edmonton
CYXE,YXE,SASKATOON J G DIEFENBAKER INTERNATIONAL,SASKATOON,,CANADA,52.170833,-106.699722,1653,-6,-6,America/Swift_Current
CYXH,YXH,MEDICINE HAT,MEDICINE HAT,,CANADA,50.018889,-110.720833,2352,-7,-6,America/Edmonton
CYXI,,,KILLALOE,,CANADA,,,0,,,
CYXJ,YXJ,FORT ST JOHN,FORT SAINT JOHN,,CANADA,56.238056,-120.740278,2280,-7,-7,America/Dawson_Creek
CYXK,,RIMOUSKI,,,,48.478056,-68.496944,82,-5,-4,America/Montreal
CYXL,YXL,SIOUX LOOKOUT,SIOUX LOOKOUT,,CANADA,50.114444,-91.904167,1280,-6,-5,America/Rainy_River
CYXN,YXN,,WHALE COVE,,CANADA,,,0,,,
CYXP,YXP,PANGNIRTUNG,PANGNIRTUNG,,CANADA,66.145,-65.713611,75,-5,-4,America/Pangnirtung
